raceId,year,name,retired,completed,reason,frequency_counts,retired_percentage
519,1979,French Grand Prix,21,6,"['+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Accident', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Brakes', 'Withdrew', '+3 Laps', '+3 Laps', '+5 Laps', '+5 Laps', '+5 Laps', '+7 Laps', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 3, 'Suspension': 1, 'Spun off': 1, 'Accident': 1, 'Engine': 2, '+2 Laps': 3, 'Brakes': 1, 'Withdrew': 1, '+3 Laps': 2, '+5 Laps': 3, '+7 Laps': 1, 'Did not qualify': 2}",0.7777777777777778
520,1979,British Grand Prix,24,2,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', 'Brakes', 'Wheel', '+3 Laps', '+3 Laps', '+3 Laps', 'Out of fuel', 'Fuel system', 'Fuel system', 'Did not qualify', 'Did not qualify', 'Turbo', 'Water pump']","{'+1 Lap': 4, 'Spun off': 1, 'Engine': 2, '+2 Laps': 3, 'Gearbox': 2, 'Brakes': 1, 'Wheel': 1, '+3 Laps': 3, 'Out of fuel': 1, 'Fuel system': 2, 'Did not qualify': 2, 'Turbo': 1, 'Water pump': 1}",0.9230769230769231
521,1979,German Grand Prix,21,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Suspension', 'Spun off', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Transmission', 'Electrical', 'Tyre', 'Tyre', 'Tyre', 'Handling', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 5, 'Suspension': 2, 'Spun off': 1, 'Accident': 1, 'Engine': 3, '+2 Laps': 1, 'Transmission': 1, 'Electrical': 1, 'Tyre': 3, 'Handling': 1, 'Did not qualify': 2}",0.8076923076923077
522,1979,Austrian Grand Prix,21,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Suspension', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Gearbox', 'Brakes', 'Clutch', 'Electrical', 'Handling', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 5, 'Suspension': 2, 'Accident': 1, 'Engine': 6, 'Gearbox': 1, 'Brakes': 1, 'Clutch': 1, 'Electrical': 1, 'Handling': 1, 'Did not qualify': 2}",0.8076923076923077
523,1979,Dutch Grand Prix,23,3,"['+1 Lap', '+1 Lap', 'Suspension', 'Suspension', 'Suspension', 'Suspension', 'Spun off', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', 'Brakes', 'Withdrew', 'Transmission', 'Transmission', 'Clutch', 'Electrical', 'Tyre', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 2, 'Suspension': 4, 'Spun off': 1, 'Accident': 1, 'Engine': 3, '+2 Laps': 2, 'Gearbox': 1, 'Brakes': 1, 'Withdrew': 1, 'Transmission': 2, 'Clutch': 1, 'Electrical': 1, 'Tyre': 1, 'Did not qualify': 2}",0.8846153846153846
524,1979,Italian Grand Prix,21,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+3 Laps', 'Clutch', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 5, 'Suspension': 1, 'Spun off': 1, 'Accident': 2, 'Engine': 6, '+3 Laps': 1, 'Clutch': 1, 'Did not qualify': 4}",0.75
525,1979,Canadian Grand Prix,27,3,"['+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Gearbox', 'Brakes', 'Withdrew', 'Out of fuel', '+4 Laps', '+5 Laps', '+5 Laps', 'Fuel system', 'Ignition', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Chassis']","{'+1 Lap': 2, 'Suspension': 1, 'Spun off': 1, 'Accident': 2, 'Engine': 4, '+2 Laps': 1, 'Gearbox': 2, 'Brakes': 1, 'Withdrew': 1, 'Out of fuel': 1, '+4 Laps': 1, '+5 Laps': 2, 'Fuel system': 1, 'Ignition': 1, 'Did not qualify': 5, 'Chassis': 1}",0.9
526,1979,United States Grand Prix,25,5,"['+1 Lap', 'Suspension', 'Spun off', 'Spun off', 'Spun off', 'Spun off', 'Spun off', 'Spun off', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Gearbox', 'Wheel', 'Transmission', 'Tyre', '+5 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 1, 'Suspension': 1, 'Spun off': 6, 'Accident': 3, 'Engine': 3, 'Gearbox': 1, 'Wheel': 1, 'Transmission': 1, 'Tyre': 1, '+5 Laps': 1, 'Did not qualify': 6}",0.8333333333333334
527,1978,Argentine Grand Prix,16,11,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Differential', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Overheating', 'Fuel system', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Distributor']","{'+1 Lap': 4, 'Differential': 1, 'Engine': 3, '+2 Laps': 2, 'Overheating': 1, 'Fuel system': 1, 'Did not qualify': 3, 'Distributor': 1}",0.5925925925925926
528,1978,Brazilian Grand Prix,24,4,"['+1 Lap', '+1 Lap', '+1 Lap', 'Collision', 'Spun off', 'Spun off', 'Spun off', 'Accident', 'Accident', 'Accident', '+2 Laps', '+2 Laps', 'Brakes', 'Overheating', 'Withdrew', 'Transmission', '+4 Laps', '+5 Laps', 'Fuel system', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Physical']","{'+1 Lap': 3, 'Collision': 1, 'Spun off': 3, 'Accident': 3, '+2 Laps': 2, 'Brakes': 1, 'Overheating': 1, 'Withdrew': 1, 'Transmission': 1, '+4 Laps': 1, '+5 Laps': 1, 'Fuel system': 1, 'Did not qualify': 4, 'Physical': 1}",0.8571428571428571
529,1978,South African Grand Prix,25,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Spun off', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Transmission', 'Oil leak', 'Oil leak', 'Clutch', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 5, 'Suspension': 1, 'Spun off': 2, 'Accident': 1, 'Engine': 6, '+2 Laps': 2, 'Transmission': 1, 'Oil leak': 2, 'Clutch': 1, 'Did not qualify': 4}",0.8333333333333334
530,1978,United States Grand Prix West,25,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Gearbox', 'Gearbox', 'Gearbox', 'Brakes', 'Transmission', '+5 Laps', 'Ignition', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Turbo']","{'+1 Lap': 5, 'Accident': 6, 'Gearbox': 3, 'Brakes': 1, 'Transmission': 1, '+5 Laps': 1, 'Ignition': 1, 'Did not qualify': 2, 'Did not prequalify': 4, 'Turbo': 1}",0.8333333333333334
531,1978,Monaco Grand Prix,24,6,"['+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Gearbox', 'Gearbox', 'Brakes', 'Transmission', 'Oil leak', '+4 Laps', '+6 Laps', 'Handling', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Driver unwell']","{'+1 Lap': 3, 'Accident': 2, 'Gearbox': 2, 'Brakes': 1, 'Transmission': 1, 'Oil leak': 1, '+4 Laps': 1, '+6 Laps': 1, 'Handling': 1, 'Did not qualify': 4, 'Did not prequalify': 6, 'Driver unwell': 1}",0.8
532,1978,Belgian Grand Prix,26,4,"['+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Spun off', 'Spun off', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Transmission', 'Not classified', '+6 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 3, 'Suspension': 1, 'Spun off': 3, 'Accident': 5, 'Engine': 1, '+2 Laps': 3, 'Gearbox': 1, 'Transmission': 1, 'Not classified': 1, '+6 Laps': 1, 'Did not qualify': 4, 'Did not prequalify': 2}",0.8666666666666667
533,1978,Spanish Grand Prix,24,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+4 Laps', '+4 Laps', '+4 Laps', 'Throttle', 'Exhaust', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Fuel pipe']","{'+1 Lap': 5, 'Suspension': 1, 'Spun off': 1, 'Accident': 1, 'Engine': 4, '+2 Laps': 1, '+4 Laps': 3, 'Throttle': 1, 'Exhaust': 1, 'Did not qualify': 4, 'Did not prequalify': 1, 'Fuel pipe': 1}",0.8275862068965517
534,1978,Swedish Grand Prix,24,3,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Spun off', 'Accident', 'Accident', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Wheel', 'Overheating', '+3 Laps', '+7 Laps', '+8 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 7, 'Suspension': 1, 'Spun off': 1, 'Accident': 2, 'Engine': 2, '+2 Laps': 3, 'Wheel': 1, 'Overheating': 1, '+3 Laps': 1, '+7 Laps': 1, '+8 Laps': 1, 'Did not qualify': 3}",0.8888888888888888
535,1978,French Grand Prix,19,10,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Electrical', '+5 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 5, 'Suspension': 1, 'Engine': 6, '+2 Laps': 2, 'Electrical': 1, '+5 Laps': 1, 'Did not qualify': 3}",0.6551724137931034
536,1978,British Grand Prix,26,4,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Suspension', 'Accident', 'Engine', 'Engine', 'Gearbox', 'Gearbox', 'Gearbox', 'Gearbox', 'Wheel', '+3 Laps', 'Transmission', 'Transmission', '+11 Laps', 'Fuel system', 'Fuel system', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Turbo']","{'+1 Lap': 5, 'Suspension': 2, 'Accident': 1, 'Engine': 2, 'Gearbox': 4, 'Wheel': 1, '+3 Laps': 1, 'Transmission': 2, '+11 Laps': 1, 'Fuel system': 2, 'Did not qualify': 4, 'Turbo': 1}",0.8666666666666667
537,1978,German Grand Prix,22,8,"['+1 Lap', 'Accident', 'Accident', 'Accident', 'Accident', 'Disqualified', 'Disqualified', 'Engine', 'Engine', 'Engine', 'Engine', 'Gearbox', '+3 Laps', 'Fuel system', 'Fuel system', 'Fuel system', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 1, 'Accident': 4, 'Disqualified': 2, 'Engine': 4, 'Gearbox': 1, '+3 Laps': 1, 'Fuel system': 3, 'Did not qualify': 4, 'Did not prequalify': 2}",0.7333333333333333
538,1978,Austrian Grand Prix,28,3,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Disqualified', 'Disqualified', '+2 Laps', '+2 Laps', 'Gearbox', '+7 Laps', '+7 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify']","{'+1 Lap': 4, 'Accident': 12, 'Disqualified': 2, '+2 Laps': 2, 'Gearbox': 1, '+7 Laps': 2, 'Did not qualify': 4, 'Did not prequalify': 1}",0.9032258064516129
539,1978,Dutch Grand Prix,26,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Accident', 'Accident', 'Accident', 'Disqualified', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Withdrew', 'Transmission', 'Transmission', 'Transmission', 'Throttle', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Chassis', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 4, 'Spun off': 1, 'Accident': 3, 'Disqualified': 1, 'Engine': 4, '+2 Laps': 1, 'Withdrew': 1, 'Transmission': 3, 'Throttle': 1, 'Did not qualify': 3, 'Chassis': 1, 'Did not prequalify': 3}",0.7878787878787878
540,1978,Italian Grand Prix,21,11,"['+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', '+7 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Distributor']","{'+1 Lap': 3, 'Accident': 5, 'Engine': 3, '+7 Laps': 1, 'Did not qualify': 4, 'Did not prequalify': 4, 'Distributor': 1}",0.65625
541,1978,United States Grand Prix,21,6,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Engine', 'Engine', 'Engine', 'Engine', 'Gearbox', 'Wheel', '+3 Laps', 'Transmission', 'Oil leak', 'Clutch', 'Out of fuel', '+5 Laps', 'Fuel system', 'Did not qualify']","{'+1 Lap': 7, 'Engine': 4, 'Gearbox': 1, 'Wheel': 1, '+3 Laps': 1, 'Transmission': 1, 'Oil leak': 1, 'Clutch': 1, 'Out of fuel': 1, '+5 Laps': 1, 'Fuel system': 1, 'Did not qualify': 1}",0.7777777777777778
542,1978,Canadian Grand Prix,19,9,"['+1 Lap', '+1 Lap', 'Spun off', 'Accident', 'Accident', 'Accident', 'Engine', 'Brakes', 'Transmission', 'Oil leak', '+5 Laps', '+12 Laps', 'Fuel system', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify']","{'+1 Lap': 2, 'Spun off': 1, 'Accident': 3, 'Engine': 1, 'Brakes': 1, 'Transmission': 1, 'Oil leak': 1, '+5 Laps': 1, '+12 Laps': 1, 'Fuel system': 1, 'Did not qualify': 4, 'Did not prequalify': 2}",0.6785714285714286
543,1977,Argentine Grand Prix,17,4,"['Suspension', 'Suspension', 'Spun off', 'Spun off', 'Accident', 'Engine', '+2 Laps', 'Gearbox', 'Overheating', 'Withdrew', 'Transmission', 'Out of fuel', 'Electrical', 'Not classified', 'Not classified', 'Fuel system', 'Wheel bearing']","{'Suspension': 2, 'Spun off': 2, 'Accident': 1, 'Engine': 1, '+2 Laps': 1, 'Gearbox': 1, 'Overheating': 1, 'Withdrew': 1, 'Transmission': 1, 'Out of fuel': 1, 'Electrical': 1, 'Not classified': 2, 'Fuel system': 1, 'Wheel bearing': 1}",0.8095238095238095
544,1977,Brazilian Grand Prix,19,3,"['+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', 'Overheating', 'Transmission', 'Ignition']","{'+1 Lap': 3, 'Suspension': 1, 'Accident': 8, 'Engine': 3, '+2 Laps': 1, 'Overheating': 1, 'Transmission': 1, 'Ignition': 1}",0.8636363636363636
545,1977,South African Grand Prix,13,10,"['+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Gearbox', '+5 Laps', 'Fuel system', 'Fuel leak']","{'+1 Lap': 2, 'Accident': 3, 'Engine': 2, '+2 Laps': 2, 'Gearbox': 1, '+5 Laps': 1, 'Fuel system': 1, 'Fuel leak': 1}",0.5652173913043478
546,1977,United States Grand Prix West,17,5,"['+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Disqualified', 'Gearbox', 'Gearbox', 'Gearbox', 'Gearbox', 'Brakes', '+3 Laps', '+3 Laps', 'Electrical', 'Handling', 'Fuel system']","{'+1 Lap': 3, 'Accident': 3, 'Disqualified': 1, 'Gearbox': 4, 'Brakes': 1, '+3 Laps': 2, 'Electrical': 1, 'Handling': 1, 'Fuel system': 1}",0.7727272727272727
547,1977,Spanish Grand Prix,26,5,"['+1 Lap', '+1 Lap', '+1 Lap', 'Suspension', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', '+3 Laps', '+3 Laps', 'Injured', 'Radiator', '+4 Laps', '+5 Laps', '+5 Laps', 'Fuel system', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 3, 'Suspension': 1, 'Accident': 4, 'Engine': 3, '+2 Laps': 1, '+3 Laps': 2, 'Injured': 1, 'Radiator': 1, '+4 Laps': 1, '+5 Laps': 2, 'Fuel system': 1, 'Did not qualify': 6}",0.8387096774193549
548,1977,Monaco Grand Prix,18,8,"['+1 Lap', '+1 Lap', 'Engine', 'Engine', '+2 Laps', 'Gearbox', 'Gearbox', 'Gearbox', 'Brakes', '+3 Laps', 'Electrical', 'Fuel system', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 2, 'Engine': 2, '+2 Laps': 1, 'Gearbox': 3, 'Brakes': 1, '+3 Laps': 1, 'Electrical': 1, 'Fuel system': 1, 'Did not qualify': 6}",0.6923076923076923
549,1977,Belgian Grand Prix,26,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+3 Laps', '+3 Laps', 'Electrical', '+5 Laps', 'Not classified', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 4, 'Accident': 7, 'Engine': 3, '+2 Laps': 2, '+3 Laps': 2, 'Electrical': 1, '+5 Laps': 1, 'Not classified': 1, 'Did not qualify': 5}",0.8387096774193549
550,1977,Swedish Grand Prix,22,9,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', '+2 Laps', '+3 Laps', 'Transmission', '+4 Laps', 'Fuel pressure', '+5 Laps', '+6 Laps', 'Handling', 'Ignition', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Wheel bearing']","{'+1 Lap': 4, 'Accident': 1, '+2 Laps': 1, '+3 Laps': 1, 'Transmission': 1, '+4 Laps': 1, 'Fuel pressure': 1, '+5 Laps': 1, '+6 Laps': 1, 'Handling': 1, 'Ignition': 1, 'Did not qualify': 7, 'Wheel bearing': 1}",0.7096774193548387
551,1977,French Grand Prix,25,5,"['+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', '+3 Laps', '+3 Laps', '+3 Laps', 'Transmission', 'Not classified', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 2, 'Accident': 5, 'Engine': 1, '+2 Laps': 3, 'Gearbox': 1, '+3 Laps': 3, 'Transmission': 1, 'Not classified': 1, 'Did not qualify': 8}",0.8333333333333334
552,1977,British Grand Prix,31,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Brakes', 'Transmission', 'Electrical', '+4 Laps', 'Fuel pressure', 'Throttle', '+6 Laps', 'Fuel system', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Did not prequalify', 'Turbo']","{'+1 Lap': 4, 'Accident': 2, 'Engine': 3, '+2 Laps': 3, 'Brakes': 1, 'Transmission': 1, 'Electrical': 1, '+4 Laps': 1, 'Fuel pressure': 1, 'Throttle': 1, '+6 Laps': 1, 'Fuel system': 1, 'Did not qualify': 4, 'Did not prequalify': 6, 'Turbo': 1}",0.8611111111111112
553,1977,German Grand Prix,23,6,"['+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Gearbox', 'Wheel', 'Transmission', 'Clutch', 'Fuel pump', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 2, 'Accident': 3, 'Engine': 7, 'Gearbox': 1, 'Wheel': 1, 'Transmission': 1, 'Clutch': 1, 'Fuel pump': 1, 'Did not qualify': 6}",0.7931034482758621
554,1977,Austrian Grand Prix,25,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Spun off', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Oil leak', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 8, 'Spun off': 1, 'Accident': 3, 'Engine': 4, '+2 Laps': 3, 'Gearbox': 1, 'Oil leak': 1, 'Did not qualify': 4}",0.8333333333333334
555,1977,Dutch Grand Prix,32,2,"['+1 Lap', '+1 Lap', 'Suspension', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Disqualified', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', '+3 Laps', 'Oil leak', 'Out of fuel', 'Throttle', 'Ignition', 'Ignition', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'+1 Lap': 2, 'Suspension': 1, 'Accident': 5, 'Disqualified': 1, 'Engine': 4, '+2 Laps': 5, '+3 Laps': 1, 'Oil leak': 1, 'Out of fuel': 1, 'Throttle': 1, 'Ignition': 2, 'Did not qualify': 8}",0.9411764705882353
556,1977,Italian Grand Prix,28,6,"['Suspension', 'Spun off', 'Spun off', 'Spun off', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Transmission', '+4 Laps', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify']","{'Suspension': 1, 'Spun off': 3, 'Accident': 2, 'Engine': 8, '+2 Laps': 2, 'Transmission': 1, '+4 Laps': 1, 'Did not qualify': 10}",0.8235294117647058
557,1977,United States Grand Prix,22,5,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', '+3 Laps', '+3 Laps', '+3 Laps', '+4 Laps', '+4 Laps', 'Fuel pump', '+5 Laps', 'Did not qualify', 'Alternator']","{'+1 Lap': 4, 'Accident': 5, '+2 Laps': 4, '+3 Laps': 3, '+4 Laps': 2, 'Fuel pump': 1, '+5 Laps': 1, 'Did not qualify': 1, 'Alternator': 1}",0.8148148148148148
558,1977,Canadian Grand Prix,22,5,"['Suspension', 'Spun off', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', 'Withdrew', 'Transmission', 'Transmission', 'Fuel system', 'Did not qualify', 'Fuel leak']","{'Suspension': 1, 'Spun off': 1, 'Accident': 6, 'Engine': 6, '+2 Laps': 2, 'Withdrew': 1, 'Transmission': 2, 'Fuel system': 1, 'Did not qualify': 1, 'Fuel leak': 1}",0.8148148148148148
559,1977,Japanese Grand Prix,19,4,"['+1 Lap', '+1 Lap', 'Collision', 'Collision', 'Collision', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', '+2 Laps', 'Gearbox', 'Gearbox', 'Out of fuel', '+4 Laps']","{'+1 Lap': 2, 'Collision': 3, 'Accident': 2, 'Engine': 4, '+2 Laps': 4, 'Gearbox': 2, 'Out of fuel': 1, '+4 Laps': 1}",0.8260869565217391
560,1976,Brazilian Grand Prix,15,7,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Accident', 'Accident', '+3 Laps', 'Transmission', 'Oil leak', 'Out of fuel', '+4 Laps', 'Fuel system', 'Oil pump']","{'+1 Lap': 4, 'Accident': 4, '+3 Laps': 1, 'Transmission': 1, 'Oil leak': 1, 'Out of fuel': 1, '+4 Laps': 1, 'Fuel system': 1, 'Oil pump': 1}",0.6818181818181818
561,1976,South African Grand Prix,21,4,"['+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', '+1 Lap', 'Accident', 'Accident', 'Engine', 'Engine', 'Engine', '+2 Laps', '+2 Laps', '+2 Laps', 'Oil pressure', 'Oil pressure', 'Clutch', 'Radiator', '+4 Laps', '+5 Laps']","{'+1 Lap': 7, 'Accident': 2, 'Engine': 3, '+2 Laps': 3, 'Oil pressure': 2, 'Clutch': 1, 'Radiator': 1, '+4 Laps': 1, '+5 Laps': 1}",0.84
562,1976,United States Grand Prix West,22,5,"['+1 Lap', '+1 Lap', 'Suspension', 'Suspension', 'Accident', 'Accident', 'Accident', 'Accident', '+2 Laps', '+3 Laps', '+3 Laps', 'Water leak', 'Not classified', 'Not classified', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Did not qualify', 'Halfshaft']","{'+1 Lap': 2, 'Suspension': 2, 'Accident': 4, '+2 Laps': 1, '+3 Laps': 2, 'Water leak': 1, 'Not classified': 2, 'Did not qualify': 7, 'Halfshaft': 1}",0.8148148148148148
